"Type","KeyCite Treatment","KeyCite URL","Title","Document URL","Court Line","Filed Date","Citation","Cite Caveat","Parallel Cite","Docket Num","Summary",
"Cases","","","Thornton v. Hughes, Watters and Askanase, LLP","https://www.westlaw.com/Document/I79db09201e3411e78e18865f4d27462d/View/FullText.html?listSource=Search&list=CASE&rank=333&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Corpus Christi Division.","October 21, 2016","Not Reported in Fed. Supp.","","2016 WL 8710442","2:16–CV–66","Plaintiffs Artist Thornton and ElaineWanda Thornton, proceeding pro se, filed this action on February 26, 2016 and filed an amended complaint on June 27, 2016 (D.E. 1, 33). Plaintiffs allege that Defendants EverBank, a Federal Savings Association, and Everhome Mortgage, a former division of EverBank, n/k/a/ EverBank, a Federal Savings...",
"Cases","","","McClelland v. Chubb Lloyd's Insurance Company of Texas","https://www.westlaw.com/Document/Id9ffe2f0e92b11e692ccd0392c3f85a3/View/FullText.html?listSource=Search&list=CASE&rank=334&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, W.D. Texas, San Antonio Division.","January 30, 2017","Not Reported in Fed. Supp.","","2017 WL 432814","5:16–CV–00108","This case is a dispute over insurance policy coverage and the conduct of the defendant insurer, Chubb Lloyds Insurance Company of Texas (Chubb Lloyds), in its payments to the plaintiff insureds, Kirk and Tamre McClelland for a covered loss. The McClellands asserted various causes of action against Chubb Lloyds and claims...",
"Cases","","","Brown v. City of Houston","https://www.westlaw.com/Document/Idecdef4029ce11e885eba619ffcfa2b1/View/FullText.html?listSource=Search&list=CASE&rank=335&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Houston Division.","December 26, 2017","297 F.Supp.3d 748","","2017 WL 8230838","CV H–17–1749","CIVIL RIGHTS - Limitations. Limitations period for former inmate's 1983 claims started when criminal proceedings were dismissed.",
"Cases","","","America First Lloyd's Insurance Company v. Hanover Insurance Company","https://www.westlaw.com/Document/Idc518670df4411e7af08dbc2fa7f734f/View/FullText.html?listSource=Search&list=CASE&rank=336&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, McAllen Division.","September 26, 2016","Slip Copy","","2016 WL 10672080","7:16–CV–00102","The Court now considers subject matter jurisdiction in this case. After duly considering the record and authorities, the Court DISMISSES the case WITHOUT PREJUDICE. This case arises from an underlying state court proceeding, in which a contractor was allegedly underpaid by the school district it contracted with. The defendant school district then...",
"Cases","","","Bryant v. CIT Group/Consumer Finance, Inc.","https://www.westlaw.com/Document/I17f7a160331311e888d5f23feb60b681/View/FullText.html?listSource=Search&list=CASE&rank=337&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Houston Division.","March 28, 2018","303 F.Supp.3d 515","","2018 WL 1518553","CV H–16–1840","REAL PROPERTY - Mortgages and Deeds of Trust. Deed of trust grantor lacked standing to assert that loan was transferred into trust in violation of pooling and servicing agreement (PSA).",
"Cases","Red KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I9c830760a51111e88c45d187944abdda&rank=338&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Jones v. Federal National Mortgage Association","https://www.westlaw.com/Document/I9c830760a51111e88c45d187944abdda/View/FullText.html?listSource=Search&list=CASE&rank=338&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","August 20, 2018","Slip Copy","","2018 WL 3970911","3:17-CV-3213-L-BK","On August 2, 2018, United States Magistrate Judge Renée Harris Toliver entered the Findings, Conclusions and Recommendation of the United States Magistrate Judge (Report), recommending that the court grant, pursuant to Federal Rule of Civil Procedure 12(b)(6), Defendants' Motion to Dismiss (Doc. 4), filed December 4, 2017, but...",
"Cases","","","Poole-Ward v. Affiliates for Women's Health, P.A.","https://www.westlaw.com/Document/I98e450f0956711e892c4ce5625aacf64/View/FullText.html?listSource=Search&list=CASE&rank=339&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Houston Division.","July 30, 2018","Slip Copy","","2018 WL 3632099","CV H-17-885","The plaintiff, Dr. Rebecca Poole-Ward, worked as an obstetrician and gynecologist for Affiliates for Womens Health, a medical practice in College Station, Texas. She alleges that Affiliates denied her reasonable accommodations for her disabilities and terminated her because of discrimination based on her disabilities. Dr. Poole asserted four...",
"Cases","","","In re Louisiana Safety Association of Timbermen - Self I","https://www.westlaw.com/Document/I6367f840a82311e8b50ba206211ca6a0/View/FullText.html?listSource=Search&list=CASE&rank=340&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Bankruptcy Court, W.D. Louisiana, Alexandria Division.","August 22, 2018","Slip Copy","","2018 WL 4043228","AP 17-8003, BR 15-81004","Before the Court is the Motion to Certify Class filed by the plaintiff, T. Brett Brunson, the Chapter 7 Trustee for the debtor, Louisiana Safety Association of Timbermen Self Insured Fund (Timbermen). Prior to seeking relief under Chapter 7, Timbermen was a group self-insurance fund that provided workers' compensation benefits to...",
"Cases","","","Howard v. Lowe's Home Centers, LLC","https://www.westlaw.com/Document/I1faa5f10052811e8818da80a62699cb5/View/FullText.html?listSource=Search&list=CASE&rank=341&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, W.D. Texas, Austin Division.","January 26, 2018","306 F.Supp.3d 951","","2018 WL 577228","1:16–CV–1279–RP","COMMERCIAL LAW - Advertising. Customer failed to establish prima facie case of false advertising under Lanham Act against seller of refrigerator.",
"Cases","","","In re Lubojacky","https://www.westlaw.com/Document/I63d711b0b00e11e8ba29f178bdd7ef1e/View/FullText.html?listSource=Search&list=CASE&rank=342&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Bankruptcy Court, S.D. Texas, Houston Division.","August 31, 2018","Slip Copy","","2018 WL 4191855","17-30599, AP 17-03236","Brinson Enterprises, Inc. filed a state court lawsuit against Gregory Lubojacky and GTBE Endeavors, Inc., alleging breach of contract, fraud, fraudulent inducement, fraud by nondisclosure, negligent misrepresentation, and declaratory judgment. (ECF No. 1 at 1). Gregory and Teena Lubojacky subsequently filed for chapter 7 bankruptcy on February 2,...",
"Cases","","","Bryant v. Wells Fargo Bank, N.A.","https://www.westlaw.com/Document/I5b6586e0b53311e8b1cdeab7e1f6f07a/View/FullText.html?listSource=Search&list=CASE&rank=343&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","August 23, 2018","Slip Copy","","2018 WL 4290791","3:17-CV-3121-C (BT)","Before the Court in this pro se civil action are a Motion to Dismiss [ECF No. 16], filed by Defendants Wells Fargo Bank, N.A., Gabriel Paiz, Dustin Adams, Sharon Hopkins, Tanya De Lucas, and Emona Rons, as well as several motions filed by Plaintiff Bruce Bryant: including a First Motion for Summary Judgment [ECF No. 28] and a Motion to...",
"Cases","","","TeamLogic, Inc. v. Meredith Group IT, LLC","https://www.westlaw.com/Document/I437f7380349f11e7afe7804507f6db3f/View/FullText.html?listSource=Search&list=CASE&rank=344&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","May 08, 2017","Not Reported in Fed. Supp.","","2017 WL 1837114","3:16-CV-2542-BH","By order filed January 31, 2017, this matter has been transferred for the conduct of all further proceedings and the entry of judgment. (doc. 46.) Before the Court is Defendants Meredith IT, LLC and Karen Merediths Motion to Dismiss, filed September 29, 2016 (doc. 11). Based on the relevant filings and applicable law, the motion is DENIED....",
"Cases","","","Klein Investigations and Consulting, a Division of Klein Investments, Inc. v. Kallop Enterprises, LLC","https://www.westlaw.com/Document/If9cb71e0342a11e7815ea6969ee18a03/View/FullText.html?listSource=Search&list=CASE&rank=345&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, E.D. Texas, Beaumont Division.","April 17, 2017","Not Reported in Fed. Supp.","","2017 WL 1828026","1:17-CV-23-RC","This case is assigned to the Honorable Ron Clark, Chief United States District Judge, and is referred to the undersigned United States Magistrate Judge for all pretrial matters pursuant to BMT GO RC-72-1. Pending before the undersigned is a Motion to Dismiss Without Prejudice (Doc. No. 5) filed by the Plaintiff, Klein Investigations...",
"Cases","","","Lopez v. Allstate Texas Lloyd's","https://www.westlaw.com/Document/Ie05a78102f1a11e7afe7804507f6db3f/View/FullText.html?listSource=Search&list=CASE&rank=346&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","April 28, 2017","Not Reported in Fed. Supp.","","2017 WL 1550520","3:16-CV-2294-L","Before the court is Plaintiffs Motion to Remand (Doc. 7), filed September 2, 2016. After careful review of the motion, response, record, and applicable law, the court grants Plaintiffs Motion to Remand. Cecilio Lopez (Plaintiff or Lopez) originally filed this action against Allstate Texas Lloyds...",
"Cases","","","Gauna v. Texas AAA Vacuum Truck & Outhouse Service, LLC","https://www.westlaw.com/Document/I078f3cc0314d11e7bc7a881983352365/View/FullText.html?listSource=Search&list=CASE&rank=347&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, W.D. Texas, San Antonio Division.","November 03, 2016","Not Reported in Fed. Supp.","","2016 WL 8856915","SA–16–CA–402–XR","On this date, the Court considered Plaintiffs Donna Gauna and Brandon Penas Motion for Default Judgment against Defendant Texas AAA Vacuum Truck & Outhouse Service, LLC (docket no. 8). Plaintiffs Donna Gauna and Brandon Pena filed this lawsuit on April 28, 2016, against Defendant Texas AAA Vacuum Truck & Outhouse Service, LLC, asserting...",
"Cases","","","Godo Kaisha IP Bridge 1 v. Broadcom Limited","https://www.westlaw.com/Document/Icdba1200311411e78e18865f4d27462d/View/FullText.html?listSource=Search&list=CASE&rank=348&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, E.D. Texas, Marshall Division.","April 17, 2017","Not Reported in Fed. Supp.","","2017 WL 1734049","2:16-CV-134-JRG-RSP","Godo Kaisha IP Bridge 1 (IP Bridge) filed five complaints against Defendants, alleging that Defendants are infringing U.S. Patent No. 6,538,324 (the '324 patent); U.S. Patent No. 6,197,696 (the '696 patent); U.S. Patent No. RE41,980 (the '980 patent); U.S. Patent No. 7,126,174 (the '174...",
"Cases","","","Moser v. Omnitrition International, Inc.","https://www.westlaw.com/Document/I989977b0370811e7815ea6969ee18a03/View/FullText.html?listSource=Search&list=CASE&rank=349&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","February 28, 2017","Not Reported in Fed. Supp.","","2017 WL 1957084","3:16-CV-2558-L","Pursuant to 28 U.S.C. §636(b), the district court has referred Defendants Motion to Dismiss the Complaint, or Alternatively, Motion for More Definite Statement [ECF No. 5] for findings and recommendations. See Order of Reference 1, ECF No. 10. For the following reasons, the undersigned respectfully recommends Defendants...",
"Cases","","","Holland v. CitiMortgage, Inc.","https://www.westlaw.com/Document/I70b033a0267e11e79de0d9b9354e8e59/View/FullText.html?listSource=Search&list=CASE&rank=350&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Houston Division.","April 20, 2017","Not Reported in Fed. Supp.","","2017 WL 1409137","4:16–CV–3219","Plaintiffs George Holland and Melissa Holland (Plaintiffs) allege breach of contract, duress, misrepresentation and fraud claims against Defendant CitiMortgage, Inc. (Defendant). Plaintiffs have filed a Motion to Remand (Doc. No. 9), and Defendant has filed a Motion to Dismiss (Doc. No. 13). Lastly, Plaintiffs have filed...",
"Cases","","","Rudkin v. Roger Beasley Imports, Inc.","https://www.westlaw.com/Document/Idad78870969211e892c4ce5625aacf64/View/FullText.html?listSource=Search&list=CASE&rank=351&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, W.D. Texas, Austin Division.","August 01, 2018","Slip Copy","","2018 WL 3653230","A-17-CV-849-LY","Before the Court are Defendant's Motion to Compel and for F.R.C.P. 37(a) and (b) Relief for Plaintiff's Failure to Comply with Court Order (Dkt. No. 28); and Plaintiff's Response (Dkt. No. 30). The District Court referred this matter for resolution. (Dkt. No. 29). Bradley Rudkin sues his former employer, Roger Beasley Imports, Inc., for sex...",
